"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","Mean_Plot_Biomass_kg","Mean_Plot_Biomass_kg_m2","Mean_Plot_Decid_Biomass_kg_m2","Mean_Plot_Pine_Biomass_kg_m2","Mean_Plot_Spruce_Biomass_kg_m2","Productivity_Index","DistrictID","Moose_Density","Red_Deer_Density","Roe_Deer_Density"
"24","Trøndelag","selbu_kl","KLB","B",1,3.405353095,0.270989389021267,0.0637642311045958,0.147522308301309,0.225048968933678,0.116040591,"1664",56.44604547,5.437898015,4.380325628
"25","Trøndelag","singsaas","LAB","B",1,2.078743005,0.165421112331725,0.0156164628612625,0.0601016811597924,0.11253662003125,0.042265252,"1648",36.25939668,6.648445301,2.712137721
"26","Trøndelag","malvik","MAB","B",1,1.736888655,0.138217207521742,0.0488566308316945,0,0.0893605766900473,0.160287892,"1663",91.59537109,0.841762109,20.5676583
"27","Trøndelag","sl_tydal","SEB","B",1,0.350323265,0.027877839652421,0.0138285862587431,0.00546378919634477,0.016911074792789,0.132712131,"1665",16.47588281,0.419443553,0
"28","Trøndelag","selbu_sl","SLB","B",1,0.52623502,0.0418764523305312,0.0223537128277133,0,0.0306995959166746,0.124288986,"1664",56.44604547,5.437898015,4.380325628
"29","Trøndelag","steinkjer_1bbb","1BBUB","UB",1,0.801828925,0.0638075184639053,0.0410873545628218,0,0.0302935518681114,0.115979123,"1702",107.5650526,2.431337072,17.86445891
"30","Telemark","nome_cappelen1","1CAUB","UB",1,1.4555784875,0.115831255671925,0.0018720281871298,0.0168726720313121,0.102240737554876,0.080441283,"0806",36.73246483,7.237559382,26.88021893
"31","Telemark","drangedal1","1DRUB","UB",1,0.5466352375,0.0434998500581686,0.0143552625921975,0.00297753035846684,0.0284002048763544,0.21131677,"0817",27.00672829,9.836987784,5.031787593
"32","Telemark","fritsoe1","1FRUB","UB",1,1.7965821125,0.142967461937427,0.0691917102943362,0.00496255059744473,0.0700538386950075,0.245537883,"0604",45.5486725,2.225169257,8.847710058
"33","Telemark","furesdal","1FYUB","UB",1,3.009599825,0.239496344438627,0.0226401726266855,0.0138951416728452,0.297886593369762,0.058035047,"0831",23.22393919,2.078638027,1.526065809
"34","Trøndelag","namdalseid_1kub","1KUB","UB",1,2.054533775,0.163494603020251,0.00660592684614477,0.0595506071693368,0.142001024381772,0.222676728,"1725",75.88802955,8.758466457,7.375877596
"35","Telemark","kviteseid1","1KVUB","UB",1,0.4385736,0.0349005781748038,0.0077610289923508,0.00893259107540051,0.049227021785681,0.105926078,"0829",34.25057033,13.40190923,2.936689407
"36","Trøndelag","nsb_verdal","1NSUB","UB",1,0.1622874,0.0129144209557658,0.00534103298873799,0,0.00757338796702784,0.110463648,"1721",28.2697902,2.827400105,6.979690234
"37","Trøndelag","sub_namdalseid","1SUB","UB",1,0.537168,0.0427464712353936,0.0443729817021451,0,0.0094667349587848,0.077437345,"1725",75.88802955,8.758466457,7.375877596
"38","Trøndelag","verdal_1vb","1VBUB","UB",1,1.383526525,0.110097542676251,0.136332179956748,0.00794008095591157,0.00757338796702784,0.011938921,"1721",28.2697902,2.827400105,6.979690234
"39","Trøndelag","steinkjer_2bbb","2BBUB","UB",1,1.83139335,0.145737652199063,0.0605370375699996,0,0.170401229258126,0.087040751,"1702",107.5650526,2.431337072,17.86445891
"40","Telemark","nome_cappelen2","2CAUB","UB",1,1.5169230875,0.120712903832922,0.0649001052116104,0.0349859817119853,0.0277690892124354,0.166542737,"0819",30.18818188,28.25801849,15.04767058
"41","Telemark","fritsoe2","2FRUB","UB",1,0.499813925,0.0397739283949559,0.0151604175021154,0,0.0246135108928405,0.148195816,"0728",45.48785783,33.89613967,19.91579349
"42","Telemark","kviteseid2","2KVUB","UB",1,0.452707125,0.0360252883583353,0.00818175773699661,0.00595506071693367,0.0284002048763544,0.106407376,"0829",34.25057033,13.40190923,2.936689407
"43","Trøndelag","verdal_2vb","2VBUB","UB",1,1.1598807875,0.0923003803639726,0.0513897093402147,0.00297753035846684,0.0530137157691949,0.241115185,"1721",28.2697902,2.827400105,6.979690234
"44","Telemark","drangedal3","3DRUB","UB",1,0.09849225,0.00783776422187136,0.00214707975978121,0.00595506071693367,0.00757338796702784,0.019353239,"0817",27.00672829,9.836987784,5.031787593
"45","Telemark","kviteseid3","3KVUB","UB",1,4.386012625,0.349027794866105,0.0423055822014772,0,0.306722212664628,0.091250578,"0829",34.25057033,13.40190923,2.936689407
"46","Telemark","notodden3","3NOUB","UB",1,0.7334367125,0.0583650391197221,0.0145871115555466,0.0327528339431352,0.0353424771794633,0.142430355,"0807",45.75073179,7.549714848,3.55799475
"47","Telemark","drangedal4","4DRUB","UB",1,0.8517016,0.0677762598396381,0.0393760549632837,0,0.0284002048763544,0.205027981,"0817",27.00672829,9.836987784,5.031787593
"48","Telemark","notodden5","5NOUB","UB",1,14.4268496375,1.14805221652582,0.0264464148160847,0.00297753035846684,1.12086141912012,0.119776917,"0807",45.75073179,7.549714848,3.55799475
"49","Telemark","notodden6","6NOUB","UB",1,0.614450783333333,0.0488964397270936,0.0255292645621498,0.0208427125092679,0.00757338796702784,0.106105683,"0807",45.75073179,7.549714848,3.55799475
"50","Trøndelag","bratsberg","BRUB","UB",1,1.8508881625,0.147289000086075,0.0859575137602357,0.00297753035846684,0.0605871037362227,0.19644858,"1601",79.89208961,1.335197374,31.0221955
"51","Trøndelag","selbu_flub","FLUB","UB",1,0.78220565,0.0622459478559545,0.0319523959878431,0,0.0403914024908152,0.271341572,"1664",56.44604547,5.437898015,4.380325628
"52","Trøndelag","hi_tydal","HIUB","UB",1,1.1613544625,0.0924176516943531,0.0556996762613542,0.00297753035846684,0.0359735928433822,0.214070788,"1665",16.47588281,0.419443553,0
"53","Trøndelag","selbu_kl","KLUB","UB",1,0.58269785,0.0463696215782599,0.00356957746273034,0.0267977732262015,0.121174207472445,0.116040591,"1664",56.44604547,5.437898015,4.380325628
"54","Trøndelag","singsaas","LAUB","UB",1,2.09265458333333,0.166528160560705,0,0.0148876517923342,0.242348414944891,0.042265252,"1648",36.25939668,6.648445301,2.712137721
"55","Trøndelag","malvik","MAUB","UB",1,0.847754875,0.0674621894432509,0.027426882874692,0.00595506071693367,0.045440327802167,0.160287892,"1663",91.59537109,0.841762109,20.5676583
"56","Trøndelag","sl_tydal","SEUB","UB",1,0.632474475,0.0503307195378507,0.0443874621493841,0,0.0170401229258126,0.132712131,"1665",16.47588281,0.419443553,0
"57","Trøndelag","selbu_sl","SLUB","UB",1,0.448397175,0.0356823134348458,0.0198073287006923,0,0.0208268169093266,0.124288986,"1664",56.44604547,5.437898015,4.380325628
"58","Trøndelag","steinkjer_1bbb","1BBB","B",2,1.468548185,0.116863351405691,0.0867434276333086,0.00546378919634477,0.0575079529465917,0.115979123,"1702",107.5650526,2.431337072,17.86445891
"59","Telemark","nome_cappelen1","1CAB","B",2,0.751458265,0.0597991487010047,0.011601212830172,0.035514629776241,0.0126833060945917,0.080441283,"0806",36.73246483,7.237559382,26.88021893
"60","Telemark","drangedal1","1DRB","B",2,1.383032605,0.110058237771505,0.0323867958768423,0.0300508405798962,0.0476206013147669,0.21131677,"0817",27.00672829,9.836987784,5.031787593
"61","Telemark","fritsoe1","1FRB","B",2,0.50206948,0.0399534197587887,0.00330779516820098,0.0109275783926895,0.0339137299924154,0.245537883,"0604",45.5486725,2.225169257,8.847710058
"62","Telemark","furesdal","1FYB","B",2,1.11032,0.0883564582068966,0.0350459184688353,0.0150254202899481,0.0645695582997397,0.058035047,"0831",23.22393919,2.078638027,1.526065809
"63","Trøndelag","namdalseid_1kub","1KB","B",2,1.77288638,0.141081815458648,0.123123269039356,0,0.0179585464192923,0.222676728,"1725",75.88802955,8.758466457,7.375877596
"64","Telemark","kviteseid1","1KVB","B",2,2.25823198,0.179704391132599,0.161253260164437,0.0218551567853791,0.0150471051509444,0.105926078,"0829",34.25057033,13.40190923,2.936689407
"65","Trøndelag","nsb_verdal","1NSB","B",2,1.31094745,0.104321883400608,0.0407370963112491,0.0163913675890343,0.0553891032948414,0.110463648,"1721",28.2697902,2.827400105,6.979690234
"66","Trøndelag","sub_namdalseid","1SB","B",2,0.6292995,0.0500780630551291,0.0417939487953565,0.00546378919634477,0.00691816696068639,0.077437345,"1725",75.88802955,8.758466457,7.375877596
"67","Trøndelag","verdal_1vb","1VBB","B",2,1.11887426,0.0890371845886433,0.0510745528439701,0.0364252613089651,0.00461211130712426,0.011938921,"1721",28.2697902,2.827400105,6.979690234
"68","Trøndelag","steinkjer_2bbb","2BBB","B",2,4.84042212,0.385188553524676,0.117419811597308,0,0.267768741927368,0.087040751,"1702",107.5650526,2.431337072,17.86445891
"69","Telemark","nome_cappelen2","2CAB","B",2,1.85031875,0.147243687679058,0.0849920553390532,0.0696633122533958,0.018448445228497,0.166542737,"0819",30.18818188,28.25801849,15.04767058
"70","Telemark","fritsoe2","2FRB","B",2,0.96453094,0.0767549334330362,0.0248109378250977,0,0.0519439956079385,0.148195816,"0728",45.48785783,33.89613967,19.91579349
"71","Telemark","kviteseid2","2KVB","B",2,1.688073195,0.134332596642589,0.106018484643264,0.0300508405798962,0.0132886917093775,0.106407376,"0829",34.25057033,13.40190923,2.936689407
"72","Trøndelag","verdal_2vb","2VBB","B",2,4.65807007,0.370677438454455,0.380800755724862,0.00546378919634477,0.0837109243617231,0.241115185,"1721",28.2697902,2.827400105,6.979690234
"73","Telemark","drangedal3","3DRB","B",2,0.07059,0.00561737371642845,0.00561737371642845,0,0,0.019353239,"0817",27.00672829,9.836987784,5.031787593
"74","Telemark","kviteseid3","3KVB","B",2,2.410203975,0.191797938240492,0.10185992752254,0,0.0899380107179526,0.091250578,"0829",34.25057033,13.40190923,2.936689407
"75","Telemark","notodden3","3NOB","B",2,1.720867675,0.136942298441654,0.0159233167746425,0.110641731225982,0.0103772504410296,0.142430355,"0807",45.75073179,7.549714848,3.55799475
"76","Telemark","drangedal4","4DRB","B",2,4.06206678,0.323249003603189,0.314964889343417,0.00546378919634477,0.00922422261424852,0.205027981,"0817",27.00672829,9.836987784,5.031787593
"77","Telemark","notodden5","5NOB","B",2,4.41242744,0.351129819055159,0.0504909062028612,0.0109275783926895,0.295175123655953,0.119776917,"0807",45.75073179,7.549714848,3.55799475
"78","Telemark","notodden6","6NOB","B",2,1.16068099,0.0923640584556474,0.0171485265406514,0.0682973649543096,0.00691816696068639,0.106105683,"0807",45.75073179,7.549714848,3.55799475
"79","Trøndelag","bratsberg","BRB","B",2,3.21875967,0.256140756052669,0.144343460468001,0.0109275783926895,0.109065400986496,0.19644858,"1601",79.89208961,1.335197374,31.0221955
"80","Trøndelag","selbu_flub","FLB","B",2,1.08648566,0.0864597816937302,0.0280437503249598,0,0.0584160313687704,0.271341572,"1664",56.44604547,5.437898015,4.380325628
"81","Trøndelag","hi_tydal","HIB","B",2,3.573747605,0.284389798349286,0.244408236415573,0,0.0399815619337136,0.214070788,"1665",16.47588281,0.419443553,0
"82","Trøndelag","selbu_kl","KLB","B",2,2.423802645,0.19288008601548,0.117050717225591,0.00409784189725858,0.403976824796113,0.116040591,"1664",56.44604547,5.437898015,4.380325628
"83","Trøndelag","singsaas","LAB","B",2,1.83686837,0.146173340447326,0.0189242580294634,0.12566715151593,0.0424608477956473,0.042265252,"1648",36.25939668,6.648445301,2.712137721
"84","Trøndelag","malvik","MAB","B",2,1.796424815,0.142954944600097,0.0392243675701217,0,0.103730577029975,0.160287892,"1663",91.59537109,0.841762109,20.5676583
"85","Trøndelag","sl_tydal","SEB","B",2,0.45986415,0.0365948263116264,0.0138689925156952,0.00546378919634477,0.021359886496845,0.132712131,"1665",16.47588281,0.419443553,0
"86","Trøndelag","selbu_sl","SLB","B",2,0.87889325,0.0699401025938005,0.0205610878374668,0,0.0493790147563337,0.124288986,"1664",56.44604547,5.437898015,4.380325628
"87","Trøndelag","steinkjer_1bbb","1BBUB","UB",2,1.37450995,0.109380026435747,0.0450062287160103,0,0.0858317302929822,0.115979123,"1702",107.5650526,2.431337072,17.86445891
"88","Telemark","nome_cappelen1","1CAUB","UB",2,0.2709872375,0.0215644791814712,0.00348233800696571,0.01885769227029,0.00757338796702784,0.080441283,"0806",36.73246483,7.237559382,26.88021893
"89","Telemark","drangedal1","1DRUB","UB",2,0.7570141625,0.0602412729762232,0.034883379493766,0.00297753035846684,0.0246135108928405,0.21131677,"0817",27.00672829,9.836987784,5.031787593
"90","Telemark","fritsoe1","1FRUB","UB",2,3.09400585,0.246213162491371,0.134635252048571,0.00992510119488946,0.104134084546633,0.245537883,"0604",45.5486725,2.225169257,8.847710058
"91","Telemark","furesdal","1FYUB","UB",2,1.0647801375,0.0847325110945965,0.0178359095778929,0.0228277327482458,0.0782583423259543,0.058035047,"0831",23.22393919,2.078638027,1.526065809
"92","Trøndelag","namdalseid_1kub","1KUB","UB",2,2.6157018,0.208150935562184,0.0434297472793286,0,0.164721188282856,0.222676728,"1725",75.88802955,8.758466457,7.375877596
"93","Telemark","kviteseid1","1KVUB","UB",2,0.608125475,0.0483930876831784,0.0131287283918038,0.00893259107540051,0.0681604917032506,0.105926078,"0829",34.25057033,13.40190923,2.936689407
"94","Trøndelag","nsb_verdal","1NSUB","UB",2,0.6786623,0.0540062298675574,0.0464328419005296,0,0.00757338796702784,0.110463648,"1721",28.2697902,2.827400105,6.979690234
"95","Trøndelag","sub_namdalseid","1SUB","UB",2,0.783369625,0.0623385740433972,0.0528718390846124,0,0.0094667349587848,0.077437345,"1725",75.88802955,8.758466457,7.375877596
"96","Trøndelag","verdal_1vb","1VBUB","UB",2,0.5301790375,0.0421903072709142,0.0368566083408975,0.0168726720313121,0.00757338796702784,0.011938921,"1721",28.2697902,2.827400105,6.979690234
"97","Trøndelag","steinkjer_2bbb","2BBUB","UB",2,2.038328575,0.162205034178355,0.0637509906069926,0,0.196908087142724,0.087040751,"1702",107.5650526,2.431337072,17.86445891
"98","Telemark","nome_cappelen2","2CAUB","UB",2,2.3709624125,0.18867519391723,0.119058926870294,0.0468961031458527,0.0302935518681114,0.166542737,"0819",30.18818188,28.25801849,15.04767058
"99","Telemark","fritsoe2","2FRUB","UB",2,1.1194509,0.0890830721418355,0.0284959684056128,0,0.0605871037362227,0.148195816,"0728",45.48785783,33.89613967,19.91579349
"100","Telemark","kviteseid2","2KVUB","UB",2,0.6782870375,0.0539763674266414,0.0138762798226521,0.00446629553770026,0.0378669398351392,0.106407376,"0829",34.25057033,13.40190923,2.936689407
"101","Trøndelag","verdal_2vb","2VBUB","UB",2,1.9108170625,0.152057990420605,0.115919746815002,0.00297753035846684,0.0643737977197366,0.241115185,"1721",28.2697902,2.827400105,6.979690234
"102","Telemark","drangedal3","3DRUB","UB",2,0.180459975,0.0143605485257449,0.00908508936299759,0.00595506071693367,0.0151467759340557,0.019353239,"0817",27.00672829,9.836987784,5.031787593
"103","Telemark","kviteseid3","3KVUB","UB",2,5.0462408375,0.401567086660155,0.0713803275048277,0.00297753035846684,0.329442376565711,0.091250578,"0829",34.25057033,13.40190923,2.936689407
"104","Telemark","notodden3","3NOUB","UB",2,0.9333585125,0.0742743104706368,0.0277313084815278,0.0426779351380247,0.0284002048763544,0.142430355,"0807",45.75073179,7.549714848,3.55799475
"105","Telemark","drangedal4","4DRUB","UB",2,1.985301925,0.157985307446803,0.129585102570448,0,0.0284002048763544,0.205027981,"0817",27.00672829,9.836987784,5.031787593
"106","Telemark","notodden5","5NOUB","UB",2,14.7263256,1.17188375641036,0.0408760007772693,0.00893259107540051,1.12654146009539,0.119776917,"0807",45.75073179,7.549714848,3.55799475
"107","Telemark","notodden6","6NOUB","UB",2,0.95087165,0.0756679616717233,0.0344356043559785,0.0387078946600689,0.00757338796702784,0.106105683,"0807",45.75073179,7.549714848,3.55799475
"108","Trøndelag","bratsberg","BRUB","UB",2,2.612115725,0.20786556478091,0.138216307898426,0.00595506071693367,0.0681604917032506,0.19644858,"1601",79.89208961,1.335197374,31.0221955
"109","Trøndelag","selbu_flub","FLUB","UB",2,1.706463025,0.135796012816149,0.0846756440387114,0,0.0681604917032506,0.271341572,"1664",56.44604547,5.437898015,4.380325628
"110","Trøndelag","hi_tydal","HIUB","UB",2,1.8911076125,0.150489562224044,0.0815846879311765,0.00297753035846684,0.0681604917032506,0.214070788,"1665",16.47588281,0.419443553,0
"111","Trøndelag","selbu_kl","KLUB","UB",2,1.1748162875,0.0934889096902471,0.00893727686218338,0.0789045544993712,0.189334699175696,0.116040591,"1664",56.44604547,5.437898015,4.380325628
"112","Trøndelag","singsaas","LAUB","UB",2,1.7445785625,0.138829150917014,0,0.0327528339431352,0.17418792324164,0.042265252,"1648",36.25939668,6.648445301,2.712137721
"113","Trøndelag","malvik","MAUB","UB",2,1.2060983125,0.0959782541445843,0.0372038207647468,0.0171207995611843,0.0555381784248708,0.160287892,"1663",91.59537109,0.841762109,20.5676583
"114","Trøndelag","sl_tydal","SEUB","UB",2,1.363684175,0.108518538633722,0.0932959963258615,0.00893259107540051,0.0340802458516253,0.132712131,"1665",16.47588281,0.419443553,0
"115","Trøndelag","selbu_sl","SLUB","UB",2,0.770326425,0.0613006291665291,0.0463916950425755,0,0.0265068578845974,0.124288986,"1664",56.44604547,5.437898015,4.380325628
"116","Trøndelag","steinkjer_1bbb","1BBB","B",3,1.60448157,0.127680586482672,0.0948941708465448,0.00546378919634477,0.0628409366740828,0.115979123,"1702",107.5650526,2.431337072,17.86445891
"117","Telemark","nome_cappelen1","1CAB","B",3,1.04609672,0.0832457319701092,0.0157116144397647,0.0560038392625339,0.0115302782678107,0.080441283,"0806",36.73246483,7.237559382,26.88021893
"118","Telemark","drangedal1","1DRB","B",3,2.077383525,0.165312928350708,0.0387804215676359,0.0655654703561372,0.0609670364269349,0.21131677,"0817",27.00672829,9.836987784,5.031787593
"119","Telemark","fritsoe1","1FRB","B",3,0.855267275,0.0680600072404927,0.00275649597350081,0.0273189459817238,0.0584737747715609,0.245537883,"0604",45.5486725,2.225169257,8.847710058
"120","Telemark","furesdal","1FYB","B",3,1.097395,0.0873279193871652,0.0350459184688353,0.0232211040844653,0.0553453356854911,0.058035047,"0831",23.22393919,2.078638027,1.526065809
"121","Trøndelag","namdalseid_1kub","1KB","B",3,1.64512051,0.13091453057418,0.10482704596463,0,0.0260874846095503,0.222676728,"1725",75.88802955,8.758466457,7.375877596
"122","Telemark","kviteseid1","1KVB","B",3,2.38075927,0.189454803066176,0.164173935602583,0.035514629776241,0.0150471051509444,0.105926078,"0829",34.25057033,13.40190923,2.936689407
"123","Trøndelag","nsb_verdal","1NSB","B",3,1.92471384,0.153163860836692,0.0745319685963887,0.0163913675890343,0.0704362084457858,0.110463648,"1721",28.2697902,2.827400105,6.979690234
"124","Trøndelag","sub_namdalseid","1SB","B",3,0.623559795,0.0496213118438095,0.0372727284889079,0.00546378919634477,0.0109826360558154,0.077437345,"1725",75.88802955,8.758466457,7.375877596
"125","Trøndelag","verdal_1vb","1VBB","B",3,0.980188473333333,0.0780009203463492,0.0418595516671243,0.0346039982435169,0.00461211130712426,0.011938921,"1721",28.2697902,2.827400105,6.979690234
"126","Trøndelag","steinkjer_2bbb","2BBB","B",3,5.59616404,0.445328584659556,0.0878509653963677,0,0.357477619263188,0.087040751,"1702",107.5650526,2.431337072,17.86445891
"127","Telemark","nome_cappelen2","2CAB","B",3,2.23985125,0.17824169911403,0.0831802089410712,0.099714152833292,0.0215231860999132,0.166542737,"0819",30.18818188,28.25801849,15.04767058
"128","Telemark","fritsoe2","2FRB","B",3,1.142189065,0.0908925178201301,0.041802220077749,0,0.0490902977423811,0.148195816,"0728",45.48785783,33.89613967,19.91579349
"129","Telemark","kviteseid2","2KVB","B",3,2.32427507,0.184959933247881,0.0956990770768642,0.035514629776241,0.0715035412828958,0.106407376,"0829",34.25057033,13.40190923,2.936689407
"130","Trøndelag","verdal_2vb","2VBB","B",3,5.7801504,0.459969753987298,0.432781856185716,0.0218551567853791,0.129919572651666,0.241115185,"1721",28.2697902,2.827400105,6.979690234
"131","Telemark","drangedal3","3DRB","B",3,0.07059,0.00561737371642845,0.00561737371642845,0,0,0.019353239,"0817",27.00672829,9.836987784,5.031787593
"132","Telemark","kviteseid3","3KVB","B",3,2.06976423,0.164706604119645,0.0806492193411791,0,0.0840573847784662,0.091250578,"0829",34.25057033,13.40190923,2.936689407
"133","Telemark","notodden3","3NOB","B",3,2.12794698,0.169336640252235,0.0130159482812883,0.144790413703136,0.0115302782678107,0.142430355,"0807",45.75073179,7.549714848,3.55799475
"134","Telemark","drangedal4","4DRB","B",3,4.022189695,0.320075686006266,0.298658056106631,0,0.0214176298996355,0.205027981,"0817",27.00672829,9.836987784,5.031787593
"135","Telemark","notodden5","5NOB","B",3,4.02081652,0.319966412211776,0.0562243898164729,0.0109275783926895,0.258278233198959,0.119776917,"0807",45.75073179,7.549714848,3.55799475
"136","Telemark","notodden6","6NOB","B",3,1.90056566,0.151242209729855,0.0213887858514116,0.122935256917757,0.00691816696068639,0.106105683,"0807",45.75073179,7.549714848,3.55799475
"137","Trøndelag","bratsberg","BRB","B",3,2.814147735,0.223942761308056,0.114059055234469,0.00546378919634477,0.144690345032667,0.19644858,"1601",79.89208961,1.335197374,31.0221955
"138","Hedmark","didrik_holmsen","DHB","B",3,2.24866033,0.178942703427076,0.12576135320468,0.014570104523586,0.0736941101308769,0.234215068,"0221",56.43464358,0,18.91236981
"139","Hedmark","fet_3","FKB","B",3,1.892475975,0.150598453051952,0.045973552565755,0,0.127611676769075,0.140119204,"0227",71.33638992,0,32.84966157
"140","Trøndelag","selbu_flub","FLB","B",3,2.32643922,0.185132150832927,0.0571721734180794,0,0.127959977414847,0.271341572,"1664",56.44604547,5.437898015,4.380325628
"141","Trøndelag","hi_tydal","HIB","B",3,3.48494415,0.277323043935842,0.210778074376813,0,0.0665449695590284,0.214070788,"1665",16.47588281,0.419443553,0
"142","Hedmark","halvard_pramhus","HPB","B",3,4.64682375,0.369782484744659,0.0244224254892908,0.325095457182514,0.0810584082914178,0.335469416,"0420",62.64905485,0,13.92362896
"143","Trøndelag","selbu_kl","KLB","B",3,3.80940674,0.303142956459291,0.0821075566152466,0.132496888011361,0.218130801972991,0.116040591,"1664",56.44604547,5.437898015,4.380325628
"144","Trøndelag","singsaas","LAB","B",3,1.433263005,0.114055445998247,0.0156164628612625,0.0509953658325512,0.0680006901932024,0.042265252,"1648",36.25939668,6.648445301,2.712137721
"145","Trøndelag","malvik","MAB","B",3,2.300545925,0.183071627886833,0.0297310624893624,0,0.153340565397471,0.160287892,"1663",91.59537109,0.841762109,20.5676583
"146","Hedmark","stig_dahlen","SDB","B",3,2.502035625,0.199105668755385,0.0741230327025096,0.00546378919634477,0.122250741454703,1,"0221",56.43464358,0,18.91236981
"147","Trøndelag","sl_tydal","SEB","B",3,0.57712132,0.0459258554208598,0.011913349891888,0.0136594729908619,0.0271827690335408,0.132712131,"1665",16.47588281,0.419443553,0
"148","Trøndelag","selbu_sl","SLB","B",3,1.399044325,0.111332409964207,0.0221152716666213,0,0.0892171382975858,0.124288986,"1664",56.44604547,5.437898015,4.380325628
